index,track_ids,track_pop,track_name,artist,artist_ids,featured_artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,artist_pop,genre,category
0,3GJ4hzg4lrGwU51Y3VARbF,78,Speechless,Dan + Shay,7z5WFjZAIYejWy0NI5lv4T,0,0.616,0.43799999999999994,1,-5.968,1,0.0298,0.35600000000000004,0.0,0.24,0.386,135.929,213387,4,85,contemporary country,country
1,2rxQMGVafnNaRaXlRMWPde,79,Beautiful Crazy,Luke Combs,718COspgdWOnwOFpJHRZHS,0,0.552,0.402,11,-7.431,1,0.0262,0.6759999999999999,0.0,0.0928,0.382,103.31299999999999,193200,4,86,contemporary country,country
2,7Lr4XaxGpkAwa37IVgg22k,69,Back To Life,Rascal Flatts,0a1gHP0HAqALbEyxaD5Ngn,0,0.467,0.701,4,-4.997,1,0.0302,0.191,0.0,0.0769,0.28,132.041,214219,3,76,contemporary country,country
3,5kp3JbZL1ROMxc32pcpn29,58,Slow Dance In A Parking Lot,Jordan Davis,77kULmXAQ6vWer7IIHdGzI,0,0.519,0.833,7,-4.47,1,0.0344,0.303,1.39e-06,0.16899999999999998,0.514,81.992,193929,4,72,contemporary country,country
4,1wPiUPw9IqSchKwinw7dCf,10,Made For You,Jake Owen,1n2pb9Tsfe4SwAjmUac6YT,0,0.541,0.452,1,-6.129,1,0.0279,0.762,1.98e-05,0.114,0.325,82.052,238040,4,72,contemporary country,country
5,2u7Nm46dAujcAi5Rw79CJL,11,Eyes On You,Chase Rice,6pBNfggcZZDCmb0p92OnGn,0,0.606,0.652,9,-6.982,1,0.0281,0.32299999999999995,0.0,0.201,0.47600000000000003,97.155,182493,4,73,contemporary country,country
6,7AmQ1Qpbp3Bb3CDLnMbWWq,59,World For Two,King Calaway,1IdbSuYtF7RSaFarmctwoE,0,0.677,0.446,10,-8.096,1,0.025,0.315,0.0,0.212,0.44,96.947,185640,4,51,contemporary country,country
7,5MwynWK9s4hlyKHqhkNn4A,77,Chasin' You,Morgan Wallen,4oUHIQIBe0LHzYfvXNW4QM,0,0.631,0.591,7,-5.785,1,0.0277,0.657,0.0,0.11,0.489,97.074,205453,4,82,contemporary country,country
8,1D7cfiC5mxqHfTCcOiRBej,69,Love You Like I Used To,Russell Dickerson,1E2AEtxaFaJtH0lO7kgNKw,0,0.501,0.7879999999999999,10,-4.624,1,0.0415,0.12,0.0,0.13699999999999998,0.61,152.047,186613,4,72,contemporary country,country
9,0Cs31CzQp6peDLWVCK0app,29,Ocean,Lady Antebellum,32WkQRZEVKSzVAAYqukAEA,0,0.58,0.36,6,-7.93,1,0.0303,0.841,6.15e-06,0.129,0.302,99.194,210113,4,76,contemporary country,country
10,3hiInJVk1CpxELmEJiU0uP,12,The Difference,Tyler Rich,78eqps3BavCqe2q7GCU1VK,0,0.5379999999999999,0.764,9,-5.235,1,0.0556,0.12,1.41e-06,0.111,0.6990000000000001,169.919,187867,4,59,contemporary country,country
11,3hhSnbFhuGnXieFa1ql61R,66,Blessed,Thomas Rhett,6x2LnllRG5uGarZMsD4iO8,0,0.536,0.496,7,-6.027,1,0.028999999999999998,0.314,0.0,0.11,0.49700000000000005,175.007,214173,3,80,contemporary country,country
12,10M2Ex445zw585Ducldzkw,72,In Case You Didn't Know,Brett Young,0fiWOxhsBsQQvFDtxUQWo0,0,0.607,0.536,10,-7.306,1,0.0305,0.386,0.0,0.102,0.434,147.986,224853,4,76,contemporary country,country
13,6GEzLG3Lxqy0oFLxiRj0HM,9,Yours,Russell Dickerson,1E2AEtxaFaJtH0lO7kgNKw,0,0.551,0.725,11,-6.005,1,0.034,0.127,0.0,0.0935,0.575,134.047,216893,4,72,contemporary country,country
14,425bCdRNNdkcxYWrMuhr2Z,55,Chasin' Me,Caroline Jones,3xl6isKUFqJNui79kpdT0Y,0,0.7040000000000001,0.662,5,-4.656000000000001,1,0.024,0.581,0.0,0.14800000000000002,0.624,107.993,248433,4,50,country pop,country
15,1HXy5I3HTWq8OvxCn0z7G7,76,Heaven,Kane Brown,3oSJ7TBVCWMDMiYjXNiCKE,0,0.677,0.556,9,-6.544,1,0.0306,0.263,0.0,0.105,0.521,80.009,179507,4,82,contemporary country,country
16,1NpSPbM86yviUBBfsYtvvy,56,You Got Me,Olivia Lane,3Og5as5vV5n1iTR5iaNNZ6,0,0.519,0.7390000000000001,6,-3.5839999999999996,1,0.0403,0.38299999999999995,0.0,0.18899999999999997,0.324,88.891,200981,4,49,contemporary country,country
17,7xELq8WliIctkuvWXONX6d,58,Closer To You,Carly Pearce,4sIl4BTo9l9KqEi0Y3RE72,0,0.662,0.685,4,-4.561,0,0.0302,0.125,0.0,0.0961,0.447,111.964,187321,4,71,contemporary country,country
18,6EGAfJaLUFzhS4zRBIEQ2J,71,You Make It Easy,Jason Aldean,3FfvYsEGaIb52QPXhg4DcH,0,0.375,0.574,7,-5.305,1,0.0315,0.14300000000000002,0.0,0.11,0.406,132.025,196800,3,80,contemporary country,country
19,59fi7eaSe4DuCqfua35m2W,10,Diamonds or Twine,Ryan Hurd,7lDVEkjIURPMyUYwoQRrpw,0,0.621,0.568,2,-8.795,1,0.0311,0.145,1.65e-06,0.10800000000000001,0.7240000000000001,148.047,211085,4,68,contemporary country,country
20,4Bh6ODFBpZVJymboFj6HYr,55,I Think I Love You,ERNEST,4GGfAshSkqoxpZdoaHm7ky,0,0.82,0.667,8,-5.985,1,0.0341,0.784,6.4e-06,0.10400000000000001,0.8290000000000001,117.913,178293,4,48,,country
21,7uGOee7hJuojRb20CSKXAO,57,Always Gonna Love You,Alana Springsteen,4TPT9nwjRvEV49q7f8p4fy,0,0.5760000000000001,0.474,9,-5.504,1,0.0376,0.625,0.0,0.0943,0.355,143.998,228165,4,52,country pop,country
22,3yNuWBImT0geeISSCMbE3p,59,My Miracle,Brad Paisley,13YmWQJFwgZrd4bf5IjMY4,0,0.573,0.6559999999999999,4,-5.564,1,0.0274,0.496,3.41e-05,0.0991,0.547,140.036,250430,4,72,contemporary country,country
23,0lTn7yYpzftkx4UzNNwVby,60,Make Out With Me,Maren Morris,6WY7D3jk8zTrHtmkqqo5GI,0,0.35200000000000004,0.649,10,-6.47,1,0.0798,0.7140000000000001,0.0,0.35100000000000003,0.642,66.745,136547,4,81,contemporary country,country
24,567gPvGfxxKoZxDKqM9tEl,65,Parallel Line,Keith Urban,0u2FHSq3ln94y5Q57xazwf,0,0.621,0.47700000000000004,0,-5.284,1,0.0334,0.20199999999999999,0.0,0.215,0.48100000000000004,81.976,253084,4,76,australian country,country
25,19P6cJstaoQJHtHW3HOGcg,64,The Rest of Our Life,Tim McGraw,6roFdX1y5BYSbp60OTJWMd,1,0.617,0.46799999999999997,2,-6.9079999999999995,1,0.0291,0.65,0.0,0.141,0.33299999999999996,119.921,225360,3,77,contemporary country,country
26,74EV2uPNEXmX3UGInlPxM3,58,Everywhere I'm Goin',Maddie & Tae,34bhyY8jfKez7uKakMfy4y,0,0.52,0.6890000000000001,7,-4.64,1,0.0307,0.36700000000000005,2.1e-05,0.11900000000000001,0.39,79.007,210200,4,68,contemporary country,country
27,1nggCj00NY7GRx0CyWcMKY,57,All I Need to See,Mitch Rossell,0cEVpgfIpUSsUKUMsRrhtZ,0,0.682,0.7140000000000001,0,-6.775,1,0.0283,0.0675,0.00044500000000000003,0.182,0.376,115.986,268423,4,51,contemporary country,country
28,5kNe7PE09d6Kvw5pAsx23n,74,Die A Happy Man,Thomas Rhett,6x2LnllRG5uGarZMsD4iO8,0,0.595,0.389,2,-9.245,1,0.0349,0.418,1.39e-06,0.11599999999999999,0.4,166.05200000000002,227427,4,80,contemporary country,country
29,0Sbeihd75SGitymHS8Bqbh,62,I Hate Love Songs,Kelsea Ballerini,3RqBeV12Tt7A8xH3zBDDUF,0,0.386,0.446,11,-7.807,1,0.0297,0.252,0.0,0.18,0.4,179.995,191187,3,78,contemporary country,country
30,2yQZwi1P8AkkxxFhQ8rMEK,72,Greatest Love Story,LANCO,2lRH2dgU5Kk4Bc5phmII4T,0,0.6709999999999999,0.617,10,-8.72,1,0.0561,0.401,0.0,0.11900000000000001,0.62,147.986,222573,4,66,contemporary country,country
31,4mLKCOJksI2bO8E5G8eIoi,61,Bad Boy,Brantley Gilbert,5q8HGNo0BjLWaTAhRtbwxa,0,0.574,0.47200000000000003,1,-9.86,1,0.0301,0.37799999999999995,1.48e-06,0.105,0.313,77.956,241227,4,74,contemporary country,country
32,6xrREPyyC5KESDhWfwqHiN,65,I Don't Remember Me (Before You),Brothers Osborne,39NR3AUhpbbqKM33vWn2fp,0,0.614,0.614,4,-7.497000000000001,0,0.0314,0.10400000000000001,3.59e-05,0.10400000000000001,0.598,146.03,192680,4,69,contemporary country,country
33,04MGLTCteglQCoDmopDqtv,56,Get Away With It,Lacy Cavalier,0JoKhMFAxTx3WeYAJaYvAa,0,0.45299999999999996,0.419,0,-6.547999999999999,1,0.0544,0.102,0.0,0.239,0.47700000000000004,111.992,167225,4,51,contemporary country,country
34,0pMfPzdRiPAoSM9yWF4OcT,69,Golden Hour,Kacey Musgraves,70kkdajctXSbqSMJbQO424,0,0.611,0.555,6,-6.372000000000001,0,0.0274,0.0952,0.0,0.11,0.413,88.969,198453,4,78,contemporary country,country
35,0x64VU0L9lsdVU12AHp01L,58,"1, 2, 3 Mississippi",Brett Young,0fiWOxhsBsQQvFDtxUQWo0,0,0.596,0.7509999999999999,6,-6.233,1,0.0355,0.00878,6.54e-06,0.0866,0.757,155.974,206800,4,76,contemporary country,country
36,3qpQCkzCQHaOwy1g57AaD8,55,Slow Down,Alana Springsteen,4TPT9nwjRvEV49q7f8p4fy,0,0.583,0.605,2,-4.5280000000000005,1,0.0274,0.203,0.0,0.29,0.524,141.894,206841,4,52,country pop,country
37,1IxMWIX1soqNONa7H0LD6U,59,Pushing Up Daisies (Love Alive),Brothers Osborne,39NR3AUhpbbqKM33vWn2fp,0,0.606,0.633,9,-7.19,1,0.032,0.152,0.0007650000000000001,0.196,0.535,142.016,219013,4,69,contemporary country,country
38,5aj0xPGiEUN3aI2oOYu14S,68,I Don't Dance,Lee Brice,5Zq7R5qmi58ByYyBQTlNuk,0,0.5870000000000001,0.5589999999999999,1,-7.742000000000001,1,0.0321,0.39899999999999997,6.69e-06,0.0992,0.19,92.036,221173,4,75,contemporary country,country
39,3xca35T5BVLg4ePuVzc7wW,62,Had Me By Halftime,Morgan Wallen,4oUHIQIBe0LHzYfvXNW4QM,0,0.49,0.889,6,-2.94,1,0.0363,0.109,0.0,0.168,0.672,144.089,172080,4,82,contemporary country,country
40,46aEtBtN1NVAM5QgE86aMZ,54,I Feel at Home,April Kry,67G7tcoJJFRDC0l2CAYt5R,0,0.521,0.532,2,-4.696000000000001,1,0.0334,0.33299999999999996,9.91e-05,0.0919,0.319,126.10700000000001,245070,3,44,country pop,country
41,2r8km6aiZU2scEK3XlrCPu,55,Love You Anyway (feat. Don Henley),Trisha Yearwood,3XlIhgydjvC4EniPFZT20j,1,0.35700000000000004,0.127,1,-12.991,1,0.0393,0.934,2.38e-06,0.106,0.226,76.244,248406,4,63,contemporary country,country
42,609qKv3KPAbdtp0LQH2buA,66,I'll Name the Dogs,Blake Shelton,1UTPBmNbXNTittyMJrNkvw,0,0.348,0.87,4,-5.86,1,0.13699999999999998,0.171,4.4e-06,0.20199999999999999,0.763,83.39200000000001,183640,4,79,contemporary country,country
43,2X8xveXTek8difQMoHjDkl,54,Body on Fire,Maggie Rose,4FrAfXWWNZapoX4O1LEoLn,0,0.5329999999999999,0.877,1,-4.2989999999999995,1,0.0366,0.0951,1.94e-06,0.14300000000000002,0.601,160.003,220994,4,49,contemporary country,country
44,4SgbELGcdmMdVtSbpkSG6x,56,Makin' Plans,Miranda Lambert,66lH4jAE7pqPlOlzUKbwA0,0,0.441,0.46299999999999997,10,-8.041,1,0.0283,0.0697,0.00264,0.107,0.34299999999999997,79.608,230000,3,74,contemporary country,country
45,13hCOEVO2ErbVS7pB2dbCc,9,Music,Kelsea Ballerini,3RqBeV12Tt7A8xH3zBDDUF,0,0.532,0.632,1,-6.432,0,0.0376,0.19699999999999998,0.0,0.129,0.599,189.905,203360,3,78,contemporary country,country
46,0lrcuzg1hXJ6xgcMm4yceu,56,Dare Ya,Carly Pearce,4sIl4BTo9l9KqEi0Y3RE72,0,0.614,0.693,6,-5.172999999999999,1,0.0375,0.0877,0.0,0.132,0.585,138.007,214760,4,71,contemporary country,country
47,6sMnjbLtQVzNJ5IfHZYzuk,54,Caught Up In Your Storm,Mickey Guyton,6nfN5B7Jmi853SHa9106Hz,0,0.532,0.299,10,-8.645,0,0.0311,0.527,2.9999999999999997e-05,0.1,0.44299999999999995,166.85299999999998,229160,3,47,contemporary country,country
48,05BgC2247XGi8ySwBzOO0o,62,Heartbeat,Carrie Underwood,4xFUf1FHVy696Q1JQZMTRj,0,0.54,0.7659999999999999,1,-4.478,1,0.05,0.606,0.0,0.0903,0.435,139.999,209920,4,76,contemporary country,country
49,1cS5zPEqTHf6bpgTKF0iN2,54,Something Special,Aubrie Sellers,27IiEYV6p8fs5j8n39Pk1u,0,0.56,0.359,4,-10.14,1,0.0311,0.8140000000000001,0.000205,0.106,0.327,87.605,206240,3,47,contemporary country,country
50,6usHXaTn54uwwozmH00d3X,8,Written in the Sand,Old Dominion,6y8XlgIV8BLlIg1tT1R10i,0,0.725,0.43700000000000006,6,-9.602,1,0.0575,0.593,0.0,0.0842,0.759,83.985,184080,4,77,contemporary country,country
51,3xdjjKMcMOFgo1eQrfbogM,74,Wagon Wheel,Darius Rucker,7FY5V3XMwlNBPitEjXowHQ,0,0.537,0.66,9,-7.1739999999999995,1,0.0296,0.455,0.0,0.135,0.574,148.096,298373,4,71,contemporary country,country
52,5NfJGBAL9mgFPRQxKJmiX2,67,Miss Me More,Kelsea Ballerini,3RqBeV12Tt7A8xH3zBDDUF,0,0.643,0.72,2,-7.146,1,0.0527,0.013999999999999999,0.0,0.0834,0.491,96.02799999999999,192840,4,78,contemporary country,country
53,2ZYbPXhx4OCmdTsMThbSEW,8,Best Shot,Jimmie Allen,147nKr9upHZSSxqCzh9j7c,0,0.629,0.46399999999999997,4,-8.72,1,0.0334,0.75,0.0,0.0853,0.523,156.05100000000002,195053,4,67,contemporary country,country
54,7DEgL4rErTwjrsxLMlUVhf,47,Any Ol' Barstool,Jason Aldean,3FfvYsEGaIb52QPXhg4DcH,0,0.536,0.722,4,-4.163,1,0.0284,0.312,0.0,0.11699999999999999,0.499,143.78,203293,4,80,contemporary country,country
55,6nqvInlnaMzEzaw4s0zbee,64,Doin' Fine,Lauren Alaina,1v3tdpIdBSW14rHUfiEVOv,0,0.439,0.752,8,-4.143,1,0.0375,0.11599999999999999,0.0,0.133,0.456,166.051,199907,4,74,contemporary country,country
56,4Qx06Fzsepmdz2NGSWfZck,14,Beautiful Crazy,Luke Combs,718COspgdWOnwOFpJHRZHS,0,0.552,0.402,11,-7.431,1,0.0262,0.6759999999999999,0.0,0.0928,0.382,103.31299999999999,193200,4,86,contemporary country,country
57,0H04yVa3DJxoXbLBpAb7iV,68,I'm Comin' Over,Chris Young,4BYxqVkZyFjtik7crYLg5Q,0,0.575,0.845,10,-3.838,1,0.035,0.0282,0.0,0.0814,0.376,127.99700000000001,197280,4,74,contemporary country,country
58,11qh54D0PKkBwelpDxxiEU,68,Girl Crush,Little Big Town,3CygdxquGHurS7f9LjNLkv,0,0.5,0.225,0,-10.22,1,0.0302,0.8420000000000001,0.0,0.11199999999999999,0.355,173.78799999999998,193320,3,71,contemporary country,country
59,2dWgzqawzDkBL8QfZw92Ub,7,In Case You Didn't Know,Brett Young,0fiWOxhsBsQQvFDtxUQWo0,0,0.596,0.544,10,-7.294,1,0.0315,0.397,0.0,0.106,0.39299999999999996,147.976,224853,4,76,contemporary country,country
60,498ZVInMGDkmmNVpSWqHiZ,68,May We All,Florida Georgia Line,3b8QkneNDz4JHKKKlLgYZg,1,0.514,0.9179999999999999,7,-4.306,1,0.0365,0.0409,0.0,0.342,0.64,150.033,226173,4,84,contemporary country,country
62,03fT3OHB9KyMtGMt2zwqCT,73,Play It Again,Luke Bryan,0BvkDsjIUla7X0k6CSWh1I,0,0.506,0.8859999999999999,11,-3.225,1,0.0655,0.0916,0.0,0.0734,0.595,143.935,226867,4,81,contemporary country,country
63,1mJMD1VIQ7jWTP9DK2zmY0,55,Kiss Somebody,Morgan Evans,6fzQ81ouajOEFqCIB9VwrS,0,0.49200000000000005,0.6809999999999999,6,-7.037999999999999,1,0.075,0.14300000000000002,0.0,0.19899999999999998,0.511,178.01,212445,4,66,australian country,country
64,2ZFrEp20VO25BXYhMxh0GW,54,Get Along,Kenny Chesney,3grHWM9bx2E9vwJCdlRv9O,0,0.602,0.805,7,-6.079,1,0.0473,0.0997,0.0,0.172,0.322,92.40100000000001,199627,4,77,contemporary country,country
65,7mldq42yDuxiUNn08nvzHO,77,Body Like A Back Road,Sam Hunt,2kucQ9jQwuD8jWdtR9Ef38,0,0.732,0.45799999999999996,5,-7.225,1,0.0311,0.447,0.0,0.136,0.6609999999999999,98.93799999999999,165387,4,78,contemporary country,country
66,3qn7FzYkDLJBbOnRwSsDWV,9,Night Train,Jason Aldean,3FfvYsEGaIb52QPXhg4DcH,0,0.493,0.708,5,-5.196000000000001,1,0.0291,0.0575,0.0,0.175,0.547,158.037,232307,4,80,contemporary country,country
67,09iyGiljLWRYXdRazFkdtJ,69,I Could Use a Love Song,Maren Morris,6WY7D3jk8zTrHtmkqqo5GI,0,0.638,0.634,6,-6.474,1,0.0468,0.214,0.0,0.0866,0.473,92.09700000000001,196422,4,81,contemporary country,country
68,1R9FxlRkvKtt36dtTHs93X,10,Head Over Boots,Jon Pardi,4MoAOfV4ROWofLG3a3hhBN,0,0.637,0.669,7,-4.6080000000000005,1,0.0237,0.0919,0.0,0.10300000000000001,0.638,108.07799999999999,205120,4,77,contemporary country,country
69,0kdiUZDcLIFw0Buo9r0Q4z,9,Greatest Love Story,LANCO,2lRH2dgU5Kk4Bc5phmII4T,0,0.665,0.621,10,-8.571,1,0.0524,0.38,0.0,0.11900000000000001,0.632,147.975,222400,4,66,contemporary country,country
70,6olKv2HP3XgBpvVxAswowe,61,Bartender,Lady Antebellum,32WkQRZEVKSzVAAYqukAEA,0,0.631,0.937,11,-3.858,0,0.034,0.0198,7.38e-06,0.327,0.654,101.01100000000001,198267,4,76,contemporary country,country
71,4gB7HrYHbJVJ5RFOjxmoq4,73,One Number Away,Luke Combs,718COspgdWOnwOFpJHRZHS,0,0.544,0.7809999999999999,6,-6.16,0,0.0311,0.00585,0.0,0.191,0.527,144.075,221800,4,86,contemporary country,country
72,3I7krC8kr0gFR7P6vInR1I,69,Do I Make You Wanna,Billy Currington,1By9QBFnjZAoI83BZppHlt,0,0.5529999999999999,0.747,9,-5.432,1,0.0279,0.106,0.0,0.154,0.521,90.012,234307,4,71,contemporary country,country
73,7qXPZxXn6Xmv1sjh03skiW,66,Southbound,Carrie Underwood,4xFUf1FHVy696Q1JQZMTRj,0,0.614,0.884,0,-4.019,1,0.0402,0.00122,0.0,0.077,0.721,100.531,202853,4,76,contemporary country,country
74,7Il2yWQmsqKgSkLQvHTPUI,72,Tequila,Dan + Shay,7z5WFjZAIYejWy0NI5lv4T,0,0.474,0.594,11,-5.756,1,0.0289,0.0292,0.0,0.133,0.503,86.131,195987,4,85,contemporary country,country
75,05ZACkzW8YbRq3eFgIfSNB,71,Springsteen,Eric Church,2IvkS5MXK0vPGnwyJsrEyV,0,0.6920000000000001,0.809,2,-5.935,1,0.0255,0.1,9.77e-05,0.185,0.927,104.023,263387,4,77,contemporary country,country
76,06gD2ZtK3Dzc1BYqWExQJJ,69,Broken Halos,Chris Stapleton,4YLtscXsxbVgi031ovDDdh,0,0.613,0.564,8,-7.085,1,0.0251,0.134,1.65e-06,0.0585,0.5379999999999999,78.388,180907,4,79,contemporary country,country
77,2ZxTjs4EdJl4Y9YByIiNoo,68,You Make It Easy,Jason Aldean,3FfvYsEGaIb52QPXhg4DcH,0,0.375,0.574,7,-5.305,1,0.0315,0.14300000000000002,0.0,0.11,0.406,132.025,196800,3,80,contemporary country,country
78,30MM5jWpUmOxtTNd9Ey5LZ,66,Unforgettable,Thomas Rhett,6x2LnllRG5uGarZMsD4iO8,0,0.6609999999999999,0.75,7,-5.497000000000001,1,0.0314,0.0303,0.000132,0.0849,0.828,130.077,157080,4,80,contemporary country,country
79,3y5B5ebFMzEEFqCPOesAXR,68,GIRL,Maren Morris,6WY7D3jk8zTrHtmkqqo5GI,0,0.44,0.7929999999999999,6,-3.95,1,0.0502,0.0677,0.0,0.0788,0.447,143.599,250653,4,81,contemporary country,country
81,5Ao3vArhHOJBFvr7DjxBki,44,Hometown Girl,Josh Turner,7vCtweS8UVAXTyau2j0rDT,0,0.504,0.805,3,-5.653,0,0.0316,0.26899999999999996,0.10300000000000001,0.11699999999999999,0.496,155.95600000000002,216187,4,69,contemporary country,country
82,7rdK9NSJIRBZAiXC0vuBS9,64,I'd Be Jealous Too,Dustin Lynch,1dID9zgn0OV0Y8ud7Mh2tS,0,0.716,0.718,0,-5.355,1,0.0293,0.0896,0.0,0.473,0.537,100.934,185707,4,74,contemporary country,country
83,0w3Q14i073jLoew1hgJkwD,71,Heartache On The Dance Floor,Jon Pardi,4MoAOfV4ROWofLG3a3hhBN,0,0.596,0.8340000000000001,9,-4.308,1,0.0474,0.0563,0.0,0.0866,0.618,116.0,205200,4,77,contemporary country,country
84,0iA1unTbTbDOWUSlbwJ1pS,64,It Don't Hurt Like It Used To,Billy Currington,1By9QBFnjZAoI83BZppHlt,0,0.5579999999999999,0.818,8,-4.07,1,0.0403,0.071,0.0,0.21,0.45299999999999996,81.03399999999999,184507,4,71,contemporary country,country
85,5S5rw0WLVCAux5B5bWCehK,68,I Like The Sound Of That,Rascal Flatts,0a1gHP0HAqALbEyxaD5Ngn,0,0.611,0.8,0,-5.61,1,0.0377,0.257,0.0,0.19399999999999998,0.527,89.97399999999999,209280,4,76,contemporary country,country
86,1Wjk9qHVbxgOopOEP9SqLW,7,Sleep Without You,Brett Young,0fiWOxhsBsQQvFDtxUQWo0,0,0.631,0.716,10,-5.712999999999999,1,0.0432,0.013000000000000001,0.0,0.0756,0.647,88.541,187813,4,76,contemporary country,country
87,4P92FrvmYQSAfOpp4cpFEi,13,Simple,Florida Georgia Line,3b8QkneNDz4JHKKKlLgYZg,0,0.375,0.889,3,-3.7039999999999997,1,0.0991,0.0848,0.0,0.136,0.8809999999999999,199.669,185200,4,84,contemporary country,country
88,2wxfu24GQpEZQrjDJm5Ac1,56,Every Little Thing,Carly Pearce,4sIl4BTo9l9KqEi0Y3RE72,0,0.636,0.428,0,-6.5120000000000005,1,0.0375,0.434,1.0199999999999999e-05,0.0907,0.32,139.91899999999998,180053,4,71,contemporary country,country
89,6rqxivjFHp8K0yMiefG56g,61,Stay A Little Longer,Brothers Osborne,39NR3AUhpbbqKM33vWn2fp,0,0.555,0.89,6,-5.5329999999999995,1,0.0309,0.0414,0.131,0.147,0.513,96.98700000000001,335267,4,69,contemporary country,country
90,66pxmg3Jhjm09tHoWR1wVR,66,All the Pretty Girls,Kenny Chesney,3grHWM9bx2E9vwJCdlRv9O,0,0.612,0.848,6,-3.736,1,0.0368,0.00916,0.0,0.366,0.7190000000000001,120.99600000000001,212893,4,77,contemporary country,country
91,67citk3uzWs5qbaIVKTeg8,65,Church Bells,Carrie Underwood,4xFUf1FHVy696Q1JQZMTRj,0,0.575,0.8440000000000001,3,-1.7719999999999998,0,0.0633,0.226,0.0,0.0538,0.542,87.007,193333,4,76,contemporary country,country
92,7zVCrzzEJU7u24sbJPXA5W,75,What Ifs,Kane Brown,3oSJ7TBVCWMDMiYjXNiCKE,1,0.612,0.799,10,-4.603,1,0.0275,0.00898,0.0,0.172,0.687,125.976,188253,4,82,contemporary country,country
93,1TwLKNsCnhi1HxbIi4bAW0,70,House Party,Sam Hunt,2kucQ9jQwuD8jWdtR9Ef38,0,0.747,0.861,8,-5.251,1,0.0514,0.113,0.0,0.026000000000000002,0.8590000000000001,103.96600000000001,190240,4,78,contemporary country,country
94,5T6DM9qjjngWnukcw0svkX,63,Round Here,Florida Georgia Line,3b8QkneNDz4JHKKKlLgYZg,0,0.523,0.9540000000000001,1,-3.051,1,0.0374,0.00385,1.65e-06,0.243,0.9009999999999999,141.982,215120,4,84,contemporary country,country
95,1mMLMZYXkMueg65jRRWG1l,76,When It Rains It Pours,Luke Combs,718COspgdWOnwOFpJHRZHS,0,0.551,0.8009999999999999,6,-5.069,1,0.0303,0.013000000000000001,6.03e-06,0.265,0.625,128.02700000000002,240760,4,86,contemporary country,country
96,5fSPbm5lcwtqwXkeQQswW8,66,Record Year,Eric Church,2IvkS5MXK0vPGnwyJsrEyV,0,0.589,0.6409999999999999,5,-8.12,1,0.0838,0.205,0.0,0.0864,0.57,160.031,179347,4,77,contemporary country,country
97,4nxgA1nvXvTkmsBY0vJV57,61,Road Less Traveled,Lauren Alaina,1v3tdpIdBSW14rHUfiEVOv,0,0.611,0.8859999999999999,0,-4.673,1,0.0343,0.0551,1.1e-06,0.247,0.27,112.988,216267,4,74,contemporary country,country
98,6E9V9TRlVOLjenGjHemzEH,69,Hard To Love,Lee Brice,5Zq7R5qmi58ByYyBQTlNuk,0,0.638,0.722,9,-6.1770000000000005,1,0.0332,0.0119,0.00808,0.18899999999999997,0.469,103.01700000000001,224293,4,75,contemporary country,country
99,7q7jyVU0f0hnod8tsaUmxg,69,Speechless,Dan + Shay,7z5WFjZAIYejWy0NI5lv4T,0,0.631,0.44,1,-5.9479999999999995,1,0.027999999999999997,0.32799999999999996,0.0,0.239,0.418,136.033,212745,4,85,contemporary country,country
100,0B0y2FImat9j9MJTNRZWfW,63,Automatic,Miranda Lambert,66lH4jAE7pqPlOlzUKbwA0,0,0.591,0.703,10,-6.211,1,0.0256,0.0435,2.34e-06,0.145,0.402,95.993,247827,4,74,contemporary country,country
101,3IPkbTA8KkdDXyWtGkfFXa,61,Singles You Up,Jordan Davis,77kULmXAQ6vWer7IIHdGzI,0,0.635,0.903,7,-3.588,1,0.0323,0.0472,0.0,0.255,0.5589999999999999,100.08,182693,4,72,contemporary country,country
102,7iDa6hUg2VgEL1o1HjmfBn,79,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,64M6ah0SkkRsnPGtGiRAbb,1,0.643,0.7829999999999999,10,-6.457999999999999,1,0.0856,0.047,0.0,0.083,0.579,154.084,163870,4,87,dance pop,country
103,6GBndDk0OEpDkmKoSBJyyK,11,Lose It,Kane Brown,3oSJ7TBVCWMDMiYjXNiCKE,0,0.5489999999999999,0.8690000000000001,4,-4.905,0,0.0289,0.0026100000000000003,1.77e-06,0.29,0.433,91.988,178733,4,82,contemporary country,country
104,3UZ9aPaYlBBlAvpdh3kK0U,8,Hurricane,Luke Combs,718COspgdWOnwOFpJHRZHS,0,0.44299999999999995,0.804,10,-6.432,1,0.0406,0.0165,2.89e-06,0.18100000000000002,0.43799999999999994,151.928,223800,4,86,contemporary country,country
105,7px4t7HGiuMUvFkEOpZEwp,64,Song for Another Time,Old Dominion,6y8XlgIV8BLlIg1tT1R10i,0,0.49700000000000005,0.805,11,-3.995,1,0.0332,0.125,0.0,0.16699999999999998,0.696,166.048,191827,4,77,contemporary country,country
106,4VFE6ZNqa8jHAmbYICoAFg,64,"God, Your Mama, And Me",Florida Georgia Line,3b8QkneNDz4JHKKKlLgYZg,1,0.44299999999999995,0.8170000000000001,7,-3.7289999999999996,1,0.0511,0.318,0.0,0.374,0.652,168.1,183413,4,84,contemporary country,country
