index,track_ids,track_pop,track_name,artist,artist_ids,featured_artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,artist_pop,genre,category
6511,5vxX2POnp7NBbaCAIVQix7,54,Adrenaline,Simple Creatures,4svozL97Y6aqWeZNJPqvsL,0,0.63,0.8490000000000001,7,-4.953,1,0.0811,0.00207,4.27e-06,0.11,0.7809999999999999,151.988,201497,4,57,pop punk,pop
6512,330cmrgtnIj4NtPTYdDOZv,57,Pin the Grenade,blink-182,6FBDaR13swtiWwGhX1WQsP,0,0.564,0.9179999999999999,0,-4.096,0,0.0723,0.0031100000000000004,0.0,0.0711,0.7390000000000001,157.921,179440,4,83,pop punk,pop
6513,3HbablKHLbUEpn04GZiOWU,52,Send Her To Heaven,The All-American Rejects,3vAaWhdBR38Q02ohXqaNHT,0,0.504,0.809,7,-3.065,1,0.0436,0.00364,3.0799999999999996e-05,0.214,0.616,145.635,191841,4,73,modern rock,pop
6514,2njh4onOr3nyACxc7c8vPp,53,Shh!,Stand Atlantic,1W2Fv4YUnjC8hx2qQd6fGh,0,0.531,0.9259999999999999,5,-3.88,1,0.0481,0.000131,0.0,0.473,0.534,97.51799999999999,158825,4,58,anthem emo,pop
6515,3jGkiynoHSFdEAZdW3qL5c,1,In Violet,Grayscale,6Xq9CIMYWK4RCrMVtfEOM0,0,0.609,0.883,1,-4.486000000000001,0,0.0326,0.0156,0.00432,0.14400000000000002,0.473,105.0,177187,4,57,anthem emo,pop
6516,3KiquXmZBWCD2qPgr4o7t3,31,Talking Myself In Circles,Four Year Strong,0qqxspZOkbN00bu6DaRIrn,0,0.5589999999999999,0.9259999999999999,10,-2.675,1,0.0468,6.63e-05,5.8299999999999994e-05,0.106,0.72,100.99700000000001,221904,4,60,alternative emo,pop
6518,7JeIpiCXappsI31Mg4BcWz,46,Serotonin,In Her Own Words,3NBHNlkwYabSLvnisILPSI,0,0.376,0.945,1,-4.917,0,0.185,6.0599999999999996e-05,0.0,0.14,0.387,188.05200000000002,210750,4,52,alternative emo,pop
6519,5bJW3GFEgVklsym3fmCCaL,52,Lavender Bones,Stand Atlantic,1W2Fv4YUnjC8hx2qQd6fGh,0,0.55,0.9359999999999999,8,-2.8760000000000003,1,0.078,0.000207,2.67e-06,0.302,0.767,158.02,204253,4,58,anthem emo,pop
6520,59Ku2whuuXy9y3ZiUiYqHP,56,Ghost in My Home,Point North,5Vp7LqcfAtx2U1RfIX8i7r,0,0.426,0.9690000000000001,4,-3.168,0,0.131,0.00774,0.0,0.14400000000000002,0.457,160.05,200189,4,59,anthem emo,pop
6521,0Ezs8QRKU6jrzyof6sJ9Zc,39,Interrobang,Bayside,51J0q8S7W3kIEYHQi3EPqk,0,0.519,0.912,2,-5.78,0,0.08,0.000266,0.000925,0.16399999999999998,0.353,132.02100000000002,264107,4,59,alternative emo,pop
6522,75hyY0jy2Q2ejgpFc5a5ZC,43,So Poetic,Sundressed,0KlYEaj5sigNA1iixOstiH,0,0.5770000000000001,0.846,6,-3.613,1,0.0371,0.00396,6.4e-05,0.11699999999999999,0.79,75.003,187796,4,39,anthem emo,pop
6523,39n1y2JqVOPIdfUeLqzgfl,65,Darkside,blink-182,6FBDaR13swtiWwGhX1WQsP,0,0.49700000000000005,0.9229999999999999,4,-3.04,1,0.11,0.00627,0.0,0.08199999999999999,0.545,155.11,180960,4,83,pop punk,pop
6524,5Em1OkJor69Pxt60Qi3cGw,47,Filthy,WSTR,0ofhRkasSdhp6LUs7tFcF7,0,0.616,0.8859999999999999,8,-6.487,1,0.0918,0.0123,0.0,0.314,0.5379999999999999,117.979,187207,4,52,anthem emo,pop
6525,3jLj7HQNl4LXc9vNuwcFyw,48,Alone with You,In Her Own Words,3NBHNlkwYabSLvnisILPSI,0,0.518,0.927,2,-4.877,1,0.106,0.0222,0.0,0.187,0.41600000000000004,101.162,265225,4,52,alternative emo,pop
6527,2YZrjrLRMfGdyue73N6BLY,54,Kiss & Tell,Angels & Airwaves,7xklw3WodFZiNNmQt3DIgp,0,0.441,0.872,2,-4.168,1,0.0551,0.00365,0.0,0.0819,0.258,170.015,248166,4,64,emo,pop
6528,5vGtrfeMjb03aDHGDaIakG,61,Blame It On My Youth,blink-182,6FBDaR13swtiWwGhX1WQsP,0,0.439,0.941,8,-3.034,1,0.21100000000000002,0.0497,0.0,0.21,0.607,170.149,185987,4,83,pop punk,pop
6529,2KbAmL4rksWNcviO6tuYmp,23,Blur,Seaway,0JXDwBs1sEp6UKoAP58UdF,0,0.429,0.897,8,-4.896,1,0.073,0.00109,0.000634,0.105,0.503,157.889,253319,4,51,alternative emo,pop
6530,0hsCfXTwB1QhJDpLmf1Q8U,55,Keep This Up,The Story So Far,6meTcQ79DrfkIuSLPZkpBg,0,0.26,0.985,9,-3.7039999999999997,1,0.063,8.36e-05,0.000122,0.36700000000000005,0.292,103.54,146623,4,66,alternative emo,pop
6531,21iym8UpADqnG2p5GrzHrb,58,Burn It Down,Silverstein,1Tsag5J854qxeOo2apszug,1,0.479,0.97,7,-3.6039999999999996,0,0.179,0.0015199999999999999,0.0,0.0703,0.556,164.06900000000002,190000,4,67,canadian post-hardcore,pop
6532,4b6jdpUJGDQ9ImXMDpEt7l,43,Carousel,Eat Your Heart Out,1Zj2DULoJ6vo0FZ2R8HM3i,0,0.31,0.981,5,-4.158,0,0.11699999999999999,0.00034700000000000003,0.0,0.1,0.106,162.016,235000,4,42,anthem emo,pop
6533,7wxsdi7jM2QViUpsqjGhWa,42,Famous,Between You & Me,1P1y4wp6V0CwjhGcXPKgAu,0,0.41700000000000004,0.884,8,-5.445,1,0.0594,0.00164,0.0,0.336,0.863,200.106,195234,4,48,anthem emo,pop
6534,5ekE0YObbldEeDivc3fxy7,24,Pleasures,Seaway,0JXDwBs1sEp6UKoAP58UdF,0,0.637,0.895,9,-3.927,1,0.0435,0.00365,6.57e-05,0.0601,0.778,117.023,212443,4,51,alternative emo,pop
6535,6yuPyWu2I5RvuYgDIdaHWp,48,Prayers,Bayside,51J0q8S7W3kIEYHQi3EPqk,0,0.467,0.929,0,-5.932,0,0.0917,0.00010800000000000001,3.229999999999999e-05,0.171,0.37200000000000005,112.531,210920,3,59,alternative emo,pop
6536,6L7yRELeAvbRXxIrvyznmY,42,Skeletons,Driveways,4OuSiJSnuRsK0dTM0dtm1R,0,0.46799999999999997,0.9440000000000001,10,-6.735,1,0.0636,0.0111,0.0,0.0963,0.642,169.07,168000,4,45,anthem emo,pop
6537,2GuKcxlKCIbcjLMZTUQ2NB,25,Turn It UP,We The Kings,3ao3jf5d70Tf4fPh2bnXVl,0,0.375,0.924,4,-3.682,1,0.0735,0.000669,0.000131,0.502,0.38799999999999996,159.895,203221,4,70,emo,pop
6538,4HulTxBvWAFKHMyyQFVHGC,40,Had It Coming,Like Pacific,5VKmfBc2pR80IxYoC1gHyH,0,0.348,0.9,6,-3.665,1,0.0882,0.00339,0.0,0.287,0.535,187.08,194453,4,42,alternative emo,pop
6539,1arM2HxLWtsCSImxVgYAzf,47,Where Were You When The Sky Opened Up,The Dangerous Summer,0iMnpaEHXkgMT956CmP1kj,0,0.5539999999999999,0.8859999999999999,1,-4.681,1,0.0409,0.0141,8.240000000000001e-05,0.0687,0.452,109.98200000000001,247271,4,53,alternative emo,pop
6540,0I1Tkv44a246HBOmpbNpTL,34,The First Time,Offended by Everything,2JAgH0XOoT3hB8ZcJyXmNh,0,0.499,0.98,2,-2.565,1,0.092,0.000335,0.00031099999999999997,0.057999999999999996,0.38799999999999996,105.035,190507,4,30,texas pop punk,pop
6541,14mBmB265dJ0UHPLXbbM6v,44,Circles,Yours Truly,76NpRNEWMaNdOudixwOPRo,0,0.511,0.917,1,-3.455,1,0.085,0.00013700000000000002,0.0,0.107,0.6990000000000001,166.047,170600,4,47,pixie,pop
6542,5miZeAqW2OLH3iBIKiL9hQ,50,A Long Time Ago In A Galaxy Called LA,The Red Jumpsuit Apparatus,1SImpQO0GbjRgvlwCcCtFo,0,0.442,0.98,2,-1.761,1,0.0517,0.006679999999999999,0.00021400000000000002,0.187,0.289,92.475,207000,4,68,emo,pop
6543,5WLvGmjfyAEYCvFNsLon0i,42,Plus Ultra,Carousel Kings,2Dr2zHoPEuASW1kOODc5I2,0,0.495,0.9740000000000001,6,-3.596,1,0.109,2.72e-05,6.81e-06,0.166,0.48700000000000004,90.999,195387,4,45,anthem emo,pop
6544,4reUXdUEkTRDlCFJEANGQz,43,Punk Rock Songs,Patent Pending,0xNdN9NbR572rKrGQBjPlH,0,0.524,0.907,7,-5.0089999999999995,0,0.295,0.049,0.0,0.0726,0.5920000000000001,196.05599999999998,191131,4,47,neon pop punk,pop
6545,0jUb48UMAdHwmNeeg1ZpN0,25,Eyes Closed,Bearings,0qpDBxRgLp6g0k2esJlUDn,0,0.47600000000000003,0.9329999999999999,9,-3.872,1,0.0662,0.000371,0.0,0.253,0.623,162.083,201625,3,45,alternative emo,pop
6546,2x3h75zzl2IudkzFbG3UuV,40,Masquerade,Mest,1ToMIJExb7R5Klsff81NsK,0,0.39899999999999997,0.9570000000000001,1,-6.704,0,0.0945,8.47e-05,0.000334,0.149,0.457,168.972,216697,4,47,emo,pop
6547,78Be1ANyv1yDfyiobttUKX,41,Falling Further Faster,Sleep On It,5FmgqLlJ8MJ9A8zmOPFxK2,0,0.462,0.941,2,-4.695,1,0.0889,0.000842,2.0399999999999998e-05,0.327,0.8320000000000001,160.90200000000002,187832,4,50,anthem emo,pop
6548,03y1mDlbMHZ40TBnwPvbAs,21,Chasing Ghosts,Calling All Captains,38vVrIl7XQVwKEg9lvuygG,0,0.442,0.9690000000000001,4,-2.219,1,0.0671,0.0351,9.58e-05,0.254,0.39899999999999997,99.54899999999999,173421,4,38,anthem emo,pop
6549,4vO6l8eNE2iaTxcEXjTtFv,37,Sunshine,Goalkeeper,1foCMRbxVRo99EWPglSD3n,0,0.525,0.945,3,-3.924,1,0.0647,0.0123,0.0,0.0935,0.37200000000000005,92.00299999999999,181304,4,30,pop punk,pop
6550,0Z7QYJM8gByo9IW7HKmraA,50,Never Enough (feat. Benji Madden),Sleeping With Sirens,3N8Hy6xQnQv1F1XCiyGQqA,1,0.5820000000000001,0.96,8,-3.042,1,0.0847,0.00618,0.0,0.0619,0.537,130.08100000000002,221956,4,71,metalcore,pop
6551,7qVnkPY1UPmSeWULwXSW7a,45,All The Way (Stay),Jimmy Eat World,3Ayl7mCk0nScecqOzvNp6s,0,0.5760000000000001,0.9309999999999999,7,-2.491,1,0.0563,0.00085,0.0,0.14300000000000002,0.735,133.987,245747,4,72,modern power pop,pop
6552,0cINkNwQlx8RQCrJcVXizs,36,Petrified,Arcane Ghosts,2nj7bsP3HdV0sVRcERVWw2,0,0.489,0.9129999999999999,7,-4.1530000000000005,1,0.0771,0.0012900000000000001,0.0,0.10400000000000001,0.68,141.058,188723,4,27,canadian pop punk,pop
6553,2f23wbpcWh5jW6GFK3FPjN,45,Lightning,State Champs,1qqdO7xMptucPDMopsOdkr,0,0.424,0.968,10,-2.815,1,0.0929,0.000106,2.02e-05,0.0685,0.758,195.092,176402,4,63,anthem emo,pop
6554,4EZ2kjZgcxhvgPubV1sG7v,21,Save Me,Homesafe,5vV4gEs3O35SdrdwhvhYwe,0,0.593,0.823,9,-3.928,1,0.0323,4.93e-05,0.0,0.198,0.5920000000000001,121.021,209797,4,39,alternative emo,pop
6555,6SAXFkFoAJ7ungE3lVnCWR,3,Joyless,Castlefield,5pGkVk7y0cLgsmyVRZjlxI,0,0.317,0.8140000000000001,5,-6.372999999999999,0,0.0503,0.00218,0.0,0.16899999999999998,0.563,156.619,226581,4,30,anthem emo,pop
6556,55ogx4C3oppyxbAPJuBVmO,40,Code Breaker (Smile),Carousel Kings,2Dr2zHoPEuASW1kOODc5I2,0,0.5329999999999999,0.917,0,-3.946,1,0.0317,0.0009660000000000001,0.00106,0.133,0.711,132.042,207827,4,45,anthem emo,pop
6557,04tudBOKY1POxZStazKZdS,40,Empty,Broadside,7EGdqeEDe7WMqOVyDFUYyo,0,0.581,0.9520000000000001,0,-3.905,1,0.037000000000000005,0.00158,1.57e-05,0.132,0.52,133.97,202968,4,52,anthem emo,pop
6558,3nLbF7vHZtxJ8q31srhigl,44,Rosé by the Ocean,In Her Own Words,3NBHNlkwYabSLvnisILPSI,0,0.532,0.9359999999999999,10,-5.341,1,0.0875,0.000429,0.0,0.163,0.379,123.044,225129,4,52,alternative emo,pop
6559,6c47XUgPtu1Il6qPZGSu81,41,I Can't Feel,Yours Truly,76NpRNEWMaNdOudixwOPRo,0,0.596,0.93,1,-3.5210000000000004,0,0.0669,8.63e-05,0.0,0.379,0.706,125.02,177533,4,47,pixie,pop
6560,7JNXKZZREccopr7AEPXwAI,38,Thoughtless,The Gospel Youth,5EWAtvRDy8I6sSYlMjD6g0,0,0.34600000000000003,0.975,0,-5.297999999999999,0,0.136,0.0692,0.0877,0.369,0.195,178.002,222472,4,41,anthem emo,pop
6561,1FGKEqiiZ0UIVGZHwPYgAf,37,Too Close,Assuming We Survive,2vfLzfNgADEVYZiFBgopeP,0,0.385,0.9540000000000001,8,-4.595,0,0.0935,0.000192,0.00055,0.16,0.40399999999999997,92.22399999999999,196277,4,40,anthem emo,pop
6562,6gsbYsjm5dEIggbKXXseR3,36,Lights,Across the Atlantic,0ckPHEFU50PVPUkhbpf30h,0,0.528,0.982,3,-3.1860000000000004,1,0.0782,0.00481,0.0,0.0509,0.48,107.037,194254,4,34,anthem emo,pop
6563,4QUXQlmdSAZ1jmBiPi1BN5,35,Spinning,Eat Your Heart Out,1Zj2DULoJ6vo0FZ2R8HM3i,0,0.444,0.9129999999999999,1,-3.819,0,0.0652,0.000148,0.0,0.267,0.365,130.053,168693,4,42,anthem emo,pop
6564,1J5WWo4zSTWIKD7VFr6wn4,46,"""sometimes you meet the right people at the wrong times""",Can't Swim,62elZbH5Iop8UPcChp7OrU,0,0.382,0.851,4,-6.023,0,0.08,0.000109,3.73e-06,0.335,0.331,197.88299999999998,188994,4,52,alternative emo,pop
6565,3ytzJUm67FgYBtYQrMUuwk,0,Addicted,River Becomes Ocean,6xLpAXwI7XGsRgroyZCY3L,0,0.5579999999999999,0.9670000000000001,1,-5.155,0,0.11800000000000001,0.00495,0.000256,0.122,0.223,89.92399999999999,234000,4,40,uk post-hardcore,pop
6566,3kOEOG3Du6XtJmSkB7pGaZ,53,Easy To Hate,Waterparks,3QaxveoTiMetZCMp1sftiu,0,0.5870000000000001,0.871,5,-3.695,1,0.0376,0.00134,0.0,0.266,0.669,97.01299999999999,191252,4,68,indie pop,pop
6567,6mFvPuirTrgZGN5h6rBews,39,Rose Coloured Glass,Youth Fountain,5e9SnnT1mabuWwjwu6FrZD,0,0.389,0.9840000000000001,0,-3.159,0,0.235,0.000273,0.00018700000000000002,0.34,0.617,190.055,197250,4,41,anthem emo,pop
6568,4yqasUJVWKsy3sUr3fDFzx,45,i luv that u hate me,Story Untold,0BOXARfvlX6FdiyMJUUn1Z,1,0.557,0.833,2,-5.819,0,0.0726,0.0489,0.000992,0.126,0.7140000000000001,123.89200000000001,221573,4,46,anthem emo,pop
6569,5t2HVkfvkqtUbCVzu8wtno,37,Pretending,Better Love,5mxZhlo7sOijGv50m2kMWC,0,0.494,0.983,1,-4.505,1,0.0764,0.000336,0.174,0.0913,0.5489999999999999,156.017,176968,4,31,anthem emo,pop
6570,7pBRhmkBdyLSKImw95yDYK,42,Complicated,Neverkept,6AO1JbLXSeXU18tt8dAlMp,0,0.461,0.966,7,-2.575,1,0.0647,0.00015900000000000002,0.0,0.397,0.36700000000000005,97.492,206745,4,35,pop punk,pop
6571,34BZplPGP62rkyzCaoH7tK,40,So Far Gone,Abandoned By Bears,1ok9NNj6WIYbabBjhowQZP,0,0.445,0.92,2,-7.585,1,0.0425,8.71e-06,4.68e-06,0.613,0.585,92.524,185919,4,41,anthem emo,pop
6572,2hf23pG2ylOyhua5jUH5vz,34,After Tonight,Sleep On It,5FmgqLlJ8MJ9A8zmOPFxK2,0,0.507,0.875,9,-6.0120000000000005,1,0.0636,9.91e-05,0.0,0.0713,0.461,120.036,167393,4,50,anthem emo,pop
6573,5VKFzJzOInbZJnB8Pnxj1g,44,Vertebrae,Tiny Moving Parts,5rJVTTK0ucAxQhkUc0nXbH,0,0.645,0.7879999999999999,1,-5.093,1,0.0279,0.008140000000000001,1.25e-05,0.11599999999999999,0.315,123.95200000000001,216070,4,55,alternative emo,pop
6574,7hn3509Hebqa2aOpEnojX7,46,Stay Up,Belmont,6hxiY0CFXTibGUtp8TdCxp,0,0.345,0.9229999999999999,8,-4.485,1,0.12300000000000001,0.00049,0.0292,0.161,0.31,95.324,192250,4,53,alternative emo,pop
6575,1egcFXwNqBzzS21vOB8pxN,32,For the Record,The Wildhood,1JxQny2i4UQUtXgw2FvU64,0,0.27,0.943,4,-4.499,1,0.147,0.0306,0.0,0.892,0.519,93.954,185156,4,30,canadian pop punk,pop
6576,2SRwuh3TgM4dUArm3qn4iX,35,Silence Is Golden,A Step Ahead,7LgMETw5wUxCOnKwxkN3l6,0,0.693,0.7909999999999999,8,-3.673,1,0.0338,0.0037799999999999995,0.0,0.11800000000000001,0.9329999999999999,121.007,179504,4,30,easycore,pop
6577,28ISQuSKSdLqcb5EJh7oO3,35,Hold Your Breath,Sleep On It,5FmgqLlJ8MJ9A8zmOPFxK2,0,0.43799999999999994,0.9520000000000001,5,-5.687,0,0.078,0.000156,0.0,0.126,0.628,184.922,185764,4,50,anthem emo,pop
6578,35guBeyJ6S0bHHNSfsW2lo,37,Distant,Headstrong,1QUtz3pwcGiuwnVtLJ5JCF,0,0.369,0.9259999999999999,1,-3.6489999999999996,1,0.0576,0.0031899999999999997,0.0017800000000000001,0.0913,0.647,91.81299999999999,225000,4,27,,pop
6579,4CWjQEhbevdT7rGVWVALmj,38,Hollowed Out,Belmont,6hxiY0CFXTibGUtp8TdCxp,0,0.586,0.9690000000000001,1,-2.56,1,0.0964,2.42e-05,3.86e-05,0.13,0.485,108.012,180867,4,53,alternative emo,pop
6580,6tzABtV2qsuPG9p7akyqDb,39,Mess,Such Luck,15dO6iv9muYfZhpu8BKfBU,0,0.47200000000000003,0.871,1,-5.189,1,0.0489,0.000583,8.4e-05,0.172,0.409,97.441,226508,4,31,,pop
6582,5g4ENWdp43q5ZLH5Pre7s0,43,Heaven,Bayside,51J0q8S7W3kIEYHQi3EPqk,0,0.41,0.9059999999999999,10,-5.265,1,0.0832,0.000759,0.0,0.31,0.581,154.071,227493,4,59,alternative emo,pop
6583,4r59yc67nric1MZQ2igkhx,23,Father of All...,Green Day,7oPftvlwr6VrsViSDV7fJY,0,0.462,0.912,11,-4.07,0,0.226,0.000138,0.0,0.0357,0.722,163.937,151363,4,86,modern rock,pop
6584,3En1EY5dAUt8bg9KQrsRpY,33,Missing Hell,Nothing Serious,1rOAHaTjrL6vMCxnq7k6FO,0,0.451,0.9159999999999999,3,-2.995,1,0.0429,9.690000000000001e-05,0.0,0.0755,0.742,169.97299999999998,162898,4,25,,pop
6585,4dvIgtUpSNHMv6Z0u7sPx6,36,Lock Meowt,Carousel Kings,2Dr2zHoPEuASW1kOODc5I2,0,0.495,0.971,5,-3.179,0,0.0817,5.07e-05,1.13e-06,0.35600000000000004,0.605,120.04799999999999,200413,4,45,anthem emo,pop
6586,2RMU3TP2q2zlMCCXAmKKpi,39,Something to Say,Boys of Fall,0ILEjQuglCTYQkTrKGQvj5,0,0.557,0.9690000000000001,0,-2.026,1,0.0874,0.00732,0.0,0.755,0.45299999999999996,119.059,204802,4,48,anthem emo,pop
6587,0KcJ54zr5hRbAlGdNTbM9p,36,End of an Era,Summer Wars,0G96TkItgnb79cFLnUbdhy,0,0.366,0.958,8,-4.556,1,0.11699999999999999,0.00675,2.25e-05,0.0924,0.40399999999999997,165.00400000000002,193366,4,39,anthem emo,pop
6588,3WS03EW0XuosK845wjkVwQ,34,Afraid of Water,Blood Command,4WfUbvICLrqPW9rzuNGS1f,0,0.49,0.8640000000000001,6,-4.631,0,0.062,0.000175,0.000195,0.348,0.376,81.993,186494,4,46,norwegian alternative rock,pop
6589,1aUzlLkru1VrP5zc0l09XB,32,Street,Midfield,397cx9Xajaj4QpGMh5b7fY,0,0.42100000000000004,0.987,5,-2.7239999999999998,0,0.159,0.000258,1.99e-06,0.31,0.35,189.975,222789,4,28,,pop
6590,571Jz87ytvwTv205mToeaG,51,Baby Shark,Pinkfong,7cTXfwpe9peK0UE1bZyIWZ,0,0.825,0.828,8,-4.887,1,0.139,0.272,0.0,0.053,0.7440000000000001,115.045,84156,4,72,cartoon,pop
6591,2XU0oxnq2qxCpomAAuJY8K,98,Dance Monkey,Tones and I,2NjfBq1NflQcKSeiDooVjY,0,0.8240000000000001,0.588,6,-6.4,0,0.0924,0.6920000000000001,0.00010400000000000001,0.149,0.513,98.027,209438,4,91,australian pop,pop
6595,3Z0oQ8r78OUaHvGPiDBR3W,83,Into the Unknown,Idina Menzel,73Np75Wv2tju61Eo9Zw4IR,1,0.32299999999999995,0.405,10,-8.533,0,0.0413,0.8490000000000001,0.000544,0.138,0.27399999999999997,145.10399999999998,194848,5,81,hollywood,pop
6596,4sQmCQUZcnBPaVm4dEUKv7,61,CAN'T STOP THE FEELING! - Film Version,Justin Timberlake,31TPClRtHm23RisEBtV3X7,1,0.6579999999999999,0.82,0,-5.825,1,0.0674,0.008159999999999999,0.0,0.0839,0.6970000000000001,112.93799999999999,237400,4,84,dance pop,pop
6597,7BrsBU0BAytRDvROM4yCbn,9,Thunder,Imagine Dragons,53XhwfbYqKCa1cC15pYq2q,0,0.601,0.809,0,-4.814,1,0.0441,0.00763,0.0757,0.145,0.249,167.96,187147,4,92,modern rock,pop
6598,4RAF64YURKKHb496MxwTAL,40,Circles,Mini Pop Kids,2VAjBQ6cM2faT2UKxONV93,0,0.85,0.45899999999999996,3,-8.481,1,0.0347,0.133,0.0,0.0878,0.531,121.01700000000001,210248,4,47,,pop
6599,68Q2XfjYwOTdIlLhnfeXib,61,"Born to Be Brave - From ""High School Musical: The Musical: The Series""",Cast of High School Musical: The Musical: The Series,1YWJ1WjMkBCB1X3QOJ1Wdn,0,0.705,0.7340000000000001,7,-4.526,1,0.0553,0.026000000000000002,0.0,0.158,0.45399999999999996,117.962,189870,4,62,social media pop,pop
6600,5yWMUpEDKejiVvocQiqA1y,35,"10,000 Hours",Mini Pop Kids,2VAjBQ6cM2faT2UKxONV93,0,0.723,0.52,1,-5.056,1,0.03,0.321,0.0,0.0842,0.479,90.008,166672,4,47,,pop
6601,6NPVjNh8Jhru9xOmyQigds,23,Happy,Pharrell Williams,2RdwBSPQiwcmiDo9kixcl8,0,0.652,0.757,1,-6.819,1,0.153,0.28600000000000003,0.0,0.0886,0.9620000000000001,159.911,233305,4,83,dance pop,pop
6602,2mqrs0rKVfldonic7ypVWh,53,How Do You Sleep?,Kidz Bop Kids,1Vvvx45Apu6dQqwuZQxtgW,0,0.596,0.606,4,-6.452999999999999,0,0.052000000000000005,0.12,0.0,0.0782,0.34700000000000003,165.86,192133,4,74,children's music,pop
6603,4Xbotg4PCLJw9cDx2dtZLK,76,Some Things Never Change,Kristen Bell,2kHxkdiKCSnHMkhIgFBZaI,1,0.5670000000000001,0.5429999999999999,5,-4.485,1,0.0314,0.613,0.0,0.106,0.3,89.95200000000001,209965,4,76,disney,pop
6604,3Jui3TOVXgDCYeVa3sS28C,43,Better When I'm Dancin',Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,0,0.755,0.7859999999999999,2,-7.002000000000001,1,0.0326,0.53,0.0005480000000000001,0.156,0.873,127.98700000000001,176267,4,84,dance pop,pop
6605,1p52mBoILwvouXvCie1c3q,23,Shake It Off,Kidz Bop Kids,1Vvvx45Apu6dQqwuZQxtgW,0,0.698,0.893,7,-3.4019999999999997,1,0.14300000000000002,0.0482,0.0,0.0756,0.9309999999999999,79.997,208600,4,74,children's music,pop
6606,1JiTWss0EJ3u084OucEvMS,55,Catchy Song (feat. T-Pain & That Girl Lay Lay),Dillon Francis,5R3Hr2cnCCjt220Jmt2xLf,1,0.804,0.895,2,-5.853,1,0.0351,0.0020399999999999997,6.4e-06,0.264,0.835,119.96799999999999,168097,4,72,big room,pop
6607,5i9RzQa9BPRDZR7qHuiey1,39,Señorita,Mini Pop Kids,2VAjBQ6cM2faT2UKxONV93,0,0.7559999999999999,0.609,9,-3.5789999999999997,0,0.0316,0.0825,0.0,0.19,0.8690000000000001,117.052,190940,4,47,,pop
6608,1N3dZ7TTWO6VcD4Y3hHYLZ,68,Try Everything,Shakira,0EmeFodog0BfCgMzAIvKQp,0,0.705,0.609,1,-4.897,1,0.0307,0.0257,0.0,0.0846,0.47600000000000003,115.47399999999999,196853,4,90,colombian pop,pop
6609,1RIYF8NDIIWBvJe4vhQr6y,61,Good to Be Bad,Dove Cameron,2W8yFh0Ga6Yf3jiayVxwkE,1,0.843,0.893,6,-5.653,0,0.126,0.106,0.0,0.32,0.649,116.302,189868,4,74,post-teen pop,pop
6610,76mXa7siHyqnjtfWGRcg51,49,When The Party's Over,Kidz Bop Kids,1Vvvx45Apu6dQqwuZQxtgW,0,0.44799999999999995,0.166,1,-9.355,0,0.0362,0.9059999999999999,0.0,0.369,0.295,123.936,196893,3,74,children's music,pop
6611,6l67IEVLEAzvx1emBSX0t8,29,Snacks,Novi,40MxKrk3WiFYGXvVtrRON6,0,0.7929999999999999,0.428,0,-7.34,1,0.0399,0.0736,0.0,0.079,0.16,120.94200000000001,169587,4,27,,pop
6612,3QpAo1aiTUVgsQBR8KmNHO,58,Old Town Road,Kidz Bop Kids,1Vvvx45Apu6dQqwuZQxtgW,0,0.784,0.51,9,-6.546,1,0.0405,0.0667,0.0,0.0773,0.526,135.909,110347,4,74,children's music,pop
6613,1d4vrwsqMMV9H1oh7fkg8A,22,Timber,Kidz Bop Kids,1Vvvx45Apu6dQqwuZQxtgW,0,0.597,0.8540000000000001,8,-2.752,0,0.0373,0.00123,0.0,0.16,0.6759999999999999,130.05700000000002,190427,4,74,children's music,pop
6614,21wShvRGwZ3V12W786LplP,45,Con Altura,Kidz Bop Kids,1Vvvx45Apu6dQqwuZQxtgW,0,0.8690000000000001,0.6859999999999999,6,-5.324,1,0.114,0.37200000000000005,3.570000000000001e-05,0.0668,0.907,97.95100000000001,152387,4,74,children's music,pop
6615,16QfYCJ6g1RVi0OOHZ5Iut,36,You Need To Calm Down,Mini Pop Kids,2VAjBQ6cM2faT2UKxONV93,0,0.7859999999999999,0.596,2,-6.711,1,0.11699999999999999,0.005220000000000001,0.0,0.11,0.75,84.948,167740,4,47,,pop
6616,4JzAcIjtO0yQ3refHgCWfE,54,Truth Hurts,Kidz Bop Kids,1Vvvx45Apu6dQqwuZQxtgW,0,0.715,0.618,8,-4.975,1,0.0543,0.29,0.0,0.0908,0.6759999999999999,157.786,163640,4,74,children's music,pop
6617,5aaUXcrsXI477I93yBE8lu,61,You've Got a Friend in Me,Randy Newman,3HQyFCFFfJO3KKBlUfZsyW,0,0.698,0.301,3,-13.062999999999999,1,0.03,0.82,2.16e-06,0.2,0.474,115.64299999999999,124387,4,69,disney,pop
6618,4o05DiC0RQ9DNtGJGauwna,68,Queen of Mean,Sarah Jeffery,0uqrdF1UCmMshSk6veOa5K,0,0.5429999999999999,0.787,8,-6.52,1,0.24100000000000002,0.248,0.0,0.0778,0.34299999999999997,173.702,189397,4,62,,pop
6619,6pEmoxeTm8dqqwHoCken25,34,Born This Way,Mini Pop Kids,2VAjBQ6cM2faT2UKxONV93,0,0.602,0.8690000000000001,11,-5.546,1,0.172,0.142,0.0,0.212,0.6729999999999999,124.00399999999999,260373,4,47,,pop
