track_ids,track_pop,track_name,artist,artist_ids,featured_artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,artist_pop,genre,category
2usxQITOSDqvkYiI0oIwao,79,You should be sad,Halsey,26VFTg2z8YR0cCuwLzESi2,0,0.591,0.585,2,-6.35,1,0.0277,0.14300000000000002,0.0,0.109,0.324,110.94,205473,4,94,dance pop,country
4hPpVbbakQNv8YTHYaOJP4,83,One Thing Right,Marshmello,64KEffDW9EtZ1y2vBYgq8T,1,0.659,0.623,4,-2.253,1,0.0451,0.0667,0.0,0.5820000000000001,0.439,88.042,181824,4,89,brostep,country
1yTTMcUhL7rtz08Dsgb7Qb,76,The Bones - with Hozier,Maren Morris,6WY7D3jk8zTrHtmkqqo5GI,1,0.561,0.597,11,-6.0,0,0.0405,0.28600000000000003,0.0,0.0979,0.355,76.82600000000002,197299,4,81,contemporary country,country
0BCy325UZyR9z0t0uxwn2N,68,H.O.L.Y.,Florida Georgia Line,3b8QkneNDz4JHKKKlLgYZg,0,0.523,0.6659999999999999,7,-4.081,0,0.0327,0.401,0.0,0.0728,0.564,78.077,194187,4,84,contemporary country,country
7I5fYc4qKJddht8Ozhqqdx,63,Snapback,Old Dominion,6y8XlgIV8BLlIg1tT1R10i,0,0.687,0.7929999999999999,5,-3.577,1,0.0333,0.305,3.23e-06,0.1,0.6729999999999999,100.991,206507,4,77,contemporary country,country
4o8STNAL91xc7EvuvqSKk1,62,Whatever It Is,Zac Brown Band,6yJCxee7QumYr820xdIsjo,0,0.6859999999999999,0.5760000000000001,1,-6.6320000000000014,1,0.0284,0.443,1.7e-05,0.212,0.72,83.971,208213,4,77,contemporary country,country
0xwPzLmBAYro8BUz7MrtAo,67,Make You Miss Me,Sam Hunt,2kucQ9jQwuD8jWdtR9Ef38,0,0.614,0.472,7,-6.626,1,0.0297,0.158,0.0,0.111,0.168,146.005,225693,4,78,contemporary country,country
2LwvqL50LKRpWSUqJ3bdTf,50,Right Here Right Now,Ryan Griffin,7dMEBGtGI6O7PoTEucAaBT,0,0.602,0.794,2,-4.756,1,0.0513,0.0145,0.0,0.13,0.403,100.05,195530,4,47,contemporary country,country
277YJPrwcN4a1W3xaP06T0,61,Bachelorettes on Broadway,Willie Jones,5OCZWZ399lBKgxBxE8cjRM,0,0.643,0.84,9,-3.057,1,0.0965,0.0158,0.0,0.154,0.8059999999999999,99.988,208405,4,55,contemporary country,country
4uNV7GyGEBZzPDdetEEvhS,74,Heartless (with Julia Michaels & Morgan Wallen),Diplo,5fMUXHkw8R8eOP2RNVYEZX,1,0.647,0.5529999999999999,11,-6.35,1,0.0421,0.215,0.0,0.0728,0.272,110.949,172973,4,89,bmore,country
7A6UIxi15awyiEbYbMF06V,65,Fight (feat. Florida Georgia Line),Tayla Parx,1LzWWI9v4UKdbBgz8fqi15,1,0.495,0.585,7,-6.0710000000000015,1,0.039,0.139,0.0,0.257,0.57,182.883,197128,3,58,alternative r&b,country
7DnNU5rQLgy4KEYvFMrGgW,63,This is Us,Jimmie Allen,147nKr9upHZSSxqCzh9j7c,1,0.5489999999999999,0.883,9,-4.092,1,0.0344,0.14800000000000002,0.0,0.0609,0.487,145.06,205827,4,67,contemporary country,country
5GQSXvOHP28X4Ee5Zt3XYh,62,club,Kelsea Ballerini,3RqBeV12Tt7A8xH3zBDDUF,0,0.498,0.7170000000000001,7,-6.83,1,0.0392,0.0259,0.0,0.0568,0.551,168.132,181100,4,78,contemporary country,country
1SVqPKwkGssw1ao0Jqmx2b,7,Someone I Used To Know,Zac Brown Band,6yJCxee7QumYr820xdIsjo,0,0.621,0.746,6,-5.69,0,0.03,0.000927,0.00108,0.102,0.334,107.953,209264,4,77,contemporary country,country
7vejWqYK7NFsxbxQsAjTrC,70,Better Luck Next Time,Kelsea Ballerini,3RqBeV12Tt7A8xH3zBDDUF,0,0.373,0.477,8,-6.391,1,0.0819,0.226,0.0,0.0879,0.531,198.522,172371,4,78,contemporary country,country
69RZJGfxX65CyLcVQ7xQVT,58,London,Filmore,0FvJm0y2eHw0aPkLLU3sIG,0,0.642,0.467,11,-8.37,1,0.033,0.38,0.0,0.0987,0.324,119.864,163856,4,65,contemporary country,country
7AK5vh1cRnO3YxAjOjL4Yy,60,Look At You,Seth Ennis,2dEZtPJFspWetycGtouit2,0,0.687,0.625,1,-6.942,0,0.0284,0.042,0.0,0.151,0.866,104.027,195418,4,58,contemporary country,country
7g9YrTuImvIkpS9uveKdCO,21,The Bones,Maren Morris,6WY7D3jk8zTrHtmkqqo5GI,0,0.612,0.57,11,-6.642,0,0.0347,0.279,0.0,0.0963,0.335,77.00399999999998,197293,4,81,contemporary country,country
5ZManJDV3CexO66nRCkdiV,65,Break Up with Him,Old Dominion,6y8XlgIV8BLlIg1tT1R10i,0,0.615,0.632,3,-5.3820000000000014,1,0.0374,0.0685,0.0,0.108,0.56,152.035,207733,4,77,contemporary country,country
6qoH2pKeEibNUG1pnJIjmZ,58,Move,Luke Bryan,0BvkDsjIUla7X0k6CSWh1I,0,0.57,0.939,5,-0.716,0,0.0789,0.00719,1.08e-06,0.0462,0.8009999999999999,103.983,227413,4,81,contemporary country,country
72f7jNxopSGvbx3M35i3Zl,60,"John Cougar, John Deere, John 3:16",Keith Urban,0u2FHSq3ln94y5Q57xazwf,0,0.6940000000000001,0.779,0,-6.984,1,0.071,0.0688,3.99e-06,0.0803,0.594,84.975,221600,4,76,australian country,country
1zWZvrk13cL8Sl3VLeG57F,64,T-Shirt,Thomas Rhett,6x2LnllRG5uGarZMsD4iO8,0,0.634,0.862,2,-5.3370000000000015,1,0.0376,0.0287,0.0,0.0217,0.767,95.989,227693,4,80,contemporary country,country
5BIwPoVMFnFIr8RzJunRvf,3,Wasted Time,Keith Urban,0u2FHSq3ln94y5Q57xazwf,0,0.622,0.8270000000000001,7,-5.7360000000000015,1,0.0478,0.0717,0.0,0.0764,0.299,100.002,233813,4,76,australian country,country
1soxUgYIZb1qx1c7o1Lc7z,67,Drunk On A Plane,Dierks Bentley,7x8nK0m0cP2ksQf0mjWdPS,0,0.423,0.73,9,-5.566,1,0.032,0.00495,1.13e-05,0.238,0.66,205.972,254467,4,74,contemporary country,country
2KKijf6Ett4kmVNJze2roh,78,The Git Up,Blanco Brown,3yzRiNMZdTsSUgplcyYZ4i,0,0.847,0.6779999999999999,9,-8.635,1,0.109,0.0669,0.0,0.274,0.8109999999999999,97.984,200594,4,71,country rap,country
4dGJf1SER1T6ooX46vwzRB,75,Chicken Fried,Zac Brown Band,6yJCxee7QumYr820xdIsjo,0,0.5660000000000001,0.713,6,-4.25,1,0.0417,0.645,0.0,0.114,0.807,169.864,238147,4,77,contemporary country,country
09IStsImFySgyp0pIQdqAc,82,The Middle,Zedd,2qxJFvFYMEDqd7ui6kSAcq,1,0.753,0.657,7,-3.0610000000000004,1,0.0449,0.171,0.0,0.112,0.4370000000000001,107.01,184732,4,85,complextro,country
5HGibWoxnkYSkl6mHmAlOE,68,That's My Kind Of Night,Luke Bryan,0BvkDsjIUla7X0k6CSWh1I,0,0.6609999999999999,0.7509999999999999,7,-2.909,1,0.0481,0.0571,0.0,0.105,0.875,109.995,190187,4,81,contemporary country,country
1kneRrMfS08JwuqKwnX4fl,3,I Love This Life,LOCASH,5IcGbIAgdns0R5EJKHMjCQ,0,0.5920000000000001,0.917,2,-3.057,1,0.0541,0.0164,1.23e-06,0.14400000000000002,0.5720000000000001,112.03,208867,4,60,contemporary country,country
6u7jPi22kF8CTQ3rb9DHE7,32,Old Town Road (feat. Billy Ray Cyrus) - Remix,Lil Nas X,7jVv8c5Fj3E9VhNjxT4snq,1,0.878,0.619,6,-5.56,1,0.102,0.0533,0.0,0.113,0.639,136.041,157067,4,86,country rap,country
0ABHhxQTaluB94ohp2RLSr,52,Feelin’ It,Scotty McCreery,6ZV6lGY0prbqpTD0Md8i29,0,0.586,0.759,7,-5.337999999999999,1,0.0457,0.1,0.0,0.084,0.687,184.031,198227,4,67,contemporary country,country
4O1CExxinEpKZi3861NlTK,60,Get Me Some Of That,Thomas Rhett,6x2LnllRG5uGarZMsD4iO8,0,0.5489999999999999,0.866,6,-5.306,1,0.0476,0.0733,0.0,0.25,0.767,87.964,187400,4,80,contemporary country,country
0dwudL6pM7zLO7MSUxMUYd,48,Lose My Mind,Brett Eldredge,0qSX3s5pJnAlSsgsCne8Cz,0,0.68,0.755,6,-5.509,0,0.029,0.0206,0.0,0.21,0.8240000000000001,101.048,155440,4,69,adult standards,country
0cV4xwUA4ue2deqq4CZFko,65,I Don't Want This Night To End,Luke Bryan,0BvkDsjIUla7X0k6CSWh1I,0,0.616,0.728,9,-4.02,0,0.0278,0.0275,0.0,0.228,0.375,111.934,219973,4,81,contemporary country,country
3b7CDTKB0SRTmQ6ytYi5vZ,64,Drunk On You,Luke Bryan,0BvkDsjIUla7X0k6CSWh1I,0,0.5579999999999999,0.872,9,-4.401,1,0.0449,0.17800000000000002,0.0,0.173,0.472,143.971,213547,4,81,contemporary country,country
6enPOmd3vSFpI4jjms8kXN,65,Runnin' Outta Moonlight,Randy Houser,56x8mYvS3cyDGAi8N2FxbB,0,0.526,0.8009999999999999,2,-3.717,1,0.0393,0.0354,3.17e-06,0.0637,0.769,172.024,193773,4,66,contemporary country,country
0Utg7sirTPqrs6Cx0FbriQ,61,Chillin' It,Cole Swindell,1mfDfLsMxYcOOZkzBxvSVW,0,0.5760000000000001,0.8490000000000001,9,-3.057,1,0.0386,0.511,3.89e-05,0.109,0.6659999999999999,137.982,196747,4,71,contemporary country,country
2Fk0WwAqTBesLtKg97nojy,63,Crash and Burn,Thomas Rhett,6x2LnllRG5uGarZMsD4iO8,0,0.69,0.7809999999999999,5,-5.101,0,0.0305,0.0873,2.28e-06,0.16399999999999998,0.841,130.02,190733,4,80,contemporary country,country
3wx2kQWPn9p5UppQbNhPAk,65,Leave The Night On,Sam Hunt,2kucQ9jQwuD8jWdtR9Ef38,0,0.514,0.951,9,-3.813,1,0.0603,0.0951,0.0,0.349,0.838,171.96,192160,4,78,contemporary country,country
5gnV9rhNQlb6nqFiwQgKVf,3,Homegrown,Zac Brown Band,6yJCxee7QumYr820xdIsjo,0,0.72,0.8490000000000001,6,-2.246,1,0.0316,0.0279,0.000169,0.0971,0.956,105.012,205720,4,77,contemporary country,country
1yEwEiTpsaPhQi9lb5EVV4,68,Knee Deep (feat. Jimmy Buffett),Zac Brown Band,6yJCxee7QumYr820xdIsjo,1,0.715,0.584,8,-8.231,1,0.0296,0.4320000000000001,1.41e-06,0.095,0.61,90.987,203173,4,77,contemporary country,country
3y1t2sEahs8idFz2tiYNPO,58,Let Me See Ya Girl,Cole Swindell,1mfDfLsMxYcOOZkzBxvSVW,0,0.523,0.8340000000000001,6,-3.5610000000000004,1,0.0281,0.254,0.0,0.393,0.445,92.99,187587,4,71,contemporary country,country
4zvPCWecz75XpskOJWZclV,33,Dirty,Last Chance Band,2rE1xpcoAYll4oyJVuLqMC,0,0.598,0.7390000000000001,8,-6.3610000000000015,0,0.0413,0.024,0.0,0.189,0.484,76.995,203162,4,23,,country
4DyKZmONpoggnn3piyjad2,50,Kiss A Girl,Keith Urban,0u2FHSq3ln94y5Q57xazwf,0,0.653,0.7859999999999999,2,-5.417999999999998,1,0.0338,0.0103,2.19e-06,0.201,0.477,120.992,226733,4,76,australian country,country
72h0DNOOO4HLaZHOW6cW7t,48,Animal,THE TRASH MERMAIDS,0CyLGfvrUZbmq9ALsRKN7R,0,0.184,0.81,9,-4.477,1,0.0675,0.00127,0.000197,0.128,0.0863,165.476,179347,4,44,,country
0uMur9BAwuzsShojxBi6ag,46,Radio,Darius Rucker,7FY5V3XMwlNBPitEjXowHQ,0,0.72,0.848,0,-6.834,1,0.0589,0.123,0.0,0.0728,0.965,92.999,189053,4,71,contemporary country,country
3nC688MXGnFDAcL3lU1Ray,51,Crazy Beautiful Sexy,Old Dominion,6y8XlgIV8BLlIg1tT1R10i,0,0.73,0.826,8,-4.33,1,0.0371,0.328,1.86e-06,0.0725,0.871,96.974,188160,4,77,contemporary country,country
1z7oCbVGXNqTkWpW6rWezI,35,Prince Charming,Emily Miller,49WEgBaEitTs2tkuMlo2Ph,0,0.409,0.535,0,-6.886,1,0.0284,0.116,0.132,0.117,0.0624,143.786,307161,4,27,,country
6yIMatK8OCXC3GuIlwHxuM,54,Jump Right In,Zac Brown Band,6yJCxee7QumYr820xdIsjo,0,0.6970000000000001,0.82,1,-5.1080000000000005,1,0.0575,0.0888,0.0,0.14300000000000002,0.655,104.022,180813,4,77,contemporary country,country
27rSEMh30XdxOgQX7AKSaM,51,Summer Nights,Rascal Flatts,0a1gHP0HAqALbEyxaD5Ngn,0,0.541,0.895,2,-4.884,1,0.0367,0.0163,0.0,0.5710000000000001,0.657,102.078,242027,4,76,contemporary country,country
4CGp8AGmhrkMcUQOBVWuiI,36,What Was I Thinkin',Dierks Bentley,7x8nK0m0cP2ksQf0mjWdPS,0,0.5579999999999999,0.8540000000000001,5,-5.276,0,0.0445,0.131,7.09e-06,0.109,0.943,164.872,261600,4,74,contemporary country,country
539dFCMA8lfEElDPgGpcIB,57,All My Friends Say,Luke Bryan,0BvkDsjIUla7X0k6CSWh1I,0,0.6829999999999999,0.9,9,-4.422,1,0.0333,0.0439,0.0,0.177,0.962,117.036,242800,4,81,contemporary country,country
18BajNiyvH6GpYshB0unrm,66,Should've Been A Cowboy,Toby Keith,2bA6fzP0lMAQ4kz6CF61w8,0,0.585,0.7929999999999999,7,-3.713,1,0.0322,0.35100000000000003,0.0,0.3,0.732,133.839,208413,4,73,contemporary country,country
7ziaozXYNG8QMlhuiphxth,49,Dragons (feat. The Lone Bellow),Drew Holcomb & The Neighbors,4RwbDag6jWIYJnEGH6Wte9,1,0.716,0.509,7,-7.7360000000000015,1,0.0319,0.65,7.68e-06,0.109,0.34600000000000003,120.126,210267,3,60,acoustic pop,country
3ZHjQSfJ46zjFbt79MAqD2,45,One Of Those Nights,Tim McGraw,6roFdX1y5BYSbp60OTJWMd,0,0.525,0.7759999999999999,7,-5.598,1,0.0321,0.0114,0.0,0.117,0.413,127.046,236520,4,77,contemporary country,country
0CKba2KBPP9TFbh5Nf8i4P,55,Fast Cars And Freedom,Rascal Flatts,0a1gHP0HAqALbEyxaD5Ngn,0,0.616,0.8240000000000001,3,-4.842,0,0.03,0.0135,2.13e-05,0.108,0.623,117.954,262187,4,76,contemporary country,country
46ZfPS5VpSQVU5gb82hg3K,63,Anything Goes,Florida Georgia Line,3b8QkneNDz4JHKKKlLgYZg,0,0.458,0.976,0,-3.791,1,0.0459,0.00182,0.0,0.193,0.76,154.007,218867,4,84,contemporary country,country
59iOzvbFUg6dab7qLYj0M3,51,Wild Ones,Kip Moore,2hJPr4lk7Q8SSvCVBl9fWM,0,0.735,0.561,10,-6.651,1,0.041,0.0279,2.54e-06,0.086,0.8029999999999999,76.01,201920,3,68,contemporary country,country
4HFNGbVmsMV5lHUvDuXLkl,55,Parking Lot Party,Lee Brice,5Zq7R5qmi58ByYyBQTlNuk,0,0.54,0.86,1,-5.763,1,0.081,0.00646,0.0,0.629,0.856,171.72,207893,4,75,contemporary country,country
7bNX2Fgb4MjPrYbkHaCNwV,57,Roll With It,Easton Corbin,070kGpqtESdDsLb3gdMIyx,0,0.7090000000000001,0.654,5,-7.752999999999999,1,0.0267,0.106,0.0,0.277,0.488,119.989,207587,4,62,contemporary country,country
6XD3HMATLswheYevIfKkSi,60,All Over The Road,Easton Corbin,070kGpqtESdDsLb3gdMIyx,0,0.491,0.841,5,-3.579,1,0.0421,0.0471,0.0,0.0886,0.721,199.851,163067,4,62,contemporary country,country
3yMVUGqVK5iTTkA8kGChH2,52,Crushin' It,Brad Paisley,13YmWQJFwgZrd4bf5IjMY4,0,0.595,0.823,2,-5.864,1,0.0483,0.0385,1.35e-06,0.0984,0.745,108.99,220147,4,72,contemporary country,country
0El2Zyt68nYySFDG87hZgM,60,Sun Daze,Florida Georgia Line,3b8QkneNDz4JHKKKlLgYZg,0,0.476,0.952,4,-3.783,1,0.041,0.0981,2.91e-06,0.438,0.8490000000000001,170.062,184707,4,84,contemporary country,country
3E0u4F2fGLhFE2vMAvntpa,0,Break up with Him,Old Dominion,6y8XlgIV8BLlIg1tT1R10i,0,0.618,0.61,8,-6.615,1,0.0346,0.0767,0.0,0.253,0.5589999999999999,152.016,201971,4,77,contemporary country,country
4cOD9vO68gFGp9ZpYOwyUB,33,Romeo's Tune,Keith Urban,0u2FHSq3ln94y5Q57xazwf,0,0.439,0.8109999999999999,7,-6.152,1,0.0567,0.191,0.00101,0.25,0.787,190.949,227200,4,76,australian country,country
0CWzFphELlYg85VrrPTnn6,1,You Look Like I Need A Drink,Justin Moore,30e8DmahrEamvLbFRPdWmk,0,0.616,0.831,11,-3.663,1,0.0285,0.00284,0.0,0.228,0.903,106.005,189253,4,69,arkansas country,country
7aftSOGSOpSoIlVAQVBb71,68,Break Up In A Small Town,Sam Hunt,2kucQ9jQwuD8jWdtR9Ef38,0,0.579,0.7759999999999999,8,-5.365,1,0.173,0.0749,0.0,0.239,0.434,136.04399999999998,229880,4,78,contemporary country,country
0JCjhCdqvVQ8am5x689TL0,5,Gonna Wanna Tonight,Chase Rice,6pBNfggcZZDCmb0p92OnGn,0,0.581,0.7829999999999999,2,-6.667000000000002,1,0.0405,0.0707,0.00014,0.0875,0.604,125.948,213736,4,73,contemporary country,country
6IFPfV8PNSYOmufzQ95hmm,59,Confession,Florida Georgia Line,3b8QkneNDz4JHKKKlLgYZg,0,0.5489999999999999,0.878,1,-5.066,1,0.0358,0.106,6.07e-05,0.17600000000000002,0.44,104.98,190640,4,84,contemporary country,country
0IGMI8uzDaLhRVkRjIDYZ7,2,Fix,Chris Lane,68abRTdO4meYReMWHvBYb0,0,0.532,0.8959999999999999,0,-1.954,0,0.0375,0.0914,0.0,0.18,0.696,100.011,189187,4,71,contemporary country,country
7zNM46fo01dCBidY4yGNTZ,55,Keep Me in Mind,Zac Brown Band,6yJCxee7QumYr820xdIsjo,0,0.684,0.715,6,-6.1320000000000014,1,0.0336,0.159,0.0,0.181,0.563,96.018,214107,4,77,contemporary country,country
0H9Q7Vzu8nYRDBZYKbtU8d,58,Sippin’ On Fire,Florida Georgia Line,3b8QkneNDz4JHKKKlLgYZg,0,0.476,0.92,10,-3.2230000000000003,1,0.0329,0.00485,1.15e-05,0.355,0.6940000000000001,142.952,193640,4,84,contemporary country,country
7amkWxIK2pZFHd9Ao0UG0o,45,Cruise,Florida Georgia Line,3b8QkneNDz4JHKKKlLgYZg,0,0.474,0.945,10,-3.3680000000000003,1,0.0351,0.0208,0.0,0.0816,0.894,147.975,209493,4,84,contemporary country,country
69XcvSymPaTke2Qb6f3W6P,62,Loving You Easy,Zac Brown Band,6yJCxee7QumYr820xdIsjo,0,0.723,0.596,1,-3.985,1,0.0277,0.0137,3.53e-06,0.0671,0.358,98.993,155653,4,77,contemporary country,country
57SvK3tVLtYTk076o9qwAV,1,Already Callin' You Mine,Parmalee,4TshyQDihSYXSWqvclXl3I,0,0.595,0.889,1,-2.642,1,0.0352,0.0431,0.0,0.112,0.6920000000000001,120.066,184387,4,65,contemporary country,country
15WoYaFanAymIZuebfxvOt,52,Homegrown Honey,Darius Rucker,7FY5V3XMwlNBPitEjXowHQ,0,0.657,0.911,1,-5.072,1,0.0496,0.122,0.0,0.0479,0.871,87.978,204893,4,71,contemporary country,country
5dTTvqEs42JMJv98b4SaoE,48,Half Empty,Old Dominion,6y8XlgIV8BLlIg1tT1R10i,0,0.5770000000000001,0.7509999999999999,5,-4.822,1,0.0301,0.449,0.0,0.158,0.8290000000000001,84.04799999999999,170800,4,77,contemporary country,country
74uXfGRDayyx7UIV1irrhK,52,Wrong Turns,Old Dominion,6y8XlgIV8BLlIg1tT1R10i,0,0.633,0.6829999999999999,1,-4.648,1,0.0277,0.0902,0.0,0.124,0.5720000000000001,131.046,208480,4,77,contemporary country,country
5eUDWbVY8d4h4GK7zmTfXZ,48,Said Nobody,Old Dominion,6y8XlgIV8BLlIg1tT1R10i,0,0.6559999999999999,0.81,7,-4.178,1,0.0298,0.25,0.0,0.321,0.7959999999999999,86.991,184333,4,77,contemporary country,country
1mffZcVGwEqf9Xbdww0kCD,50,Beer Can in a Truck Bed,Old Dominion,6y8XlgIV8BLlIg1tT1R10i,0,0.66,0.875,1,-5.792000000000002,0,0.0488,0.034,0.0,0.233,0.767,92.003,201467,4,77,contemporary country,country
6CCV2biTOmU2wRBTJzapxX,47,Til It's Over,Old Dominion,6y8XlgIV8BLlIg1tT1R10i,0,0.634,0.805,4,-5.152,1,0.0344,0.322,3.71e-05,0.112,0.804,92.543,207107,4,77,contemporary country,country
6zDaopn1sO8WUDTNdV8EdT,2,Somewhere On A Beach,Dierks Bentley,7x8nK0m0cP2ksQf0mjWdPS,0,0.57,0.642,7,-6.396,1,0.0277,0.000699,0.0,0.0801,0.457,144.019,199893,4,74,contemporary country,country
3zpK0cCbrqH9DEnJUGPEMR,0,"Huntin', Fishin' And Lovin' Every Day",Luke Bryan,0BvkDsjIUla7X0k6CSWh1I,0,0.539,0.828,0,-4.302,1,0.0378,0.129,1.0800000000000003e-05,0.12,0.378,76.955,278640,4,81,contemporary country,country
5Y9IXuzLK75DkVa8ZWKTne,0,Loving You Easy,Zac Brown Band,6yJCxee7QumYr820xdIsjo,0,0.7120000000000001,0.579,1,-3.897,1,0.0268,0.0126,0.0,0.0672,0.374,98.994,155653,4,77,contemporary country,country
1N0j6Gw5lmfI7kipAgYcma,2,Mind Reader,Dustin Lynch,1dID9zgn0OV0Y8ud7Mh2tS,0,0.394,0.8,4,-4.17,0,0.0413,0.0266,0.0,0.184,0.525,162.053,185413,4,74,contemporary country,country
7xvBjSznydntipiNDKOh32,48,Remedy,Zac Brown Band,6yJCxee7QumYr820xdIsjo,0,0.607,0.74,3,-5.309,1,0.0418,0.0812,0.0,0.117,0.274,92.964,231267,4,77,contemporary country,country
2QQoeCWukPy6lGVm4288jF,0,Day Drinking,Little Big Town,3CygdxquGHurS7f9LjNLkv,0,0.58,0.932,9,-3.618,1,0.0524,0.174,0.0,0.856,0.913,163.857,181867,4,71,contemporary country,country
3ts6xK5GzfMAAriT9AIBmP,68,Barefoot Blue Jean Night,Jake Owen,1n2pb9Tsfe4SwAjmUac6YT,0,0.6,0.8079999999999999,4,-4.6789999999999985,1,0.0403,0.208,0.0,0.196,0.809,172.016,167427,4,72,contemporary country,country
0BlUM9pJ1lv8XmOMs8YU9h,22,Dance With Ya,Drew Baldridge,08qaG5crPMPF7i0h2wORk5,0,0.698,0.8220000000000001,1,-3.355,1,0.0359,0.0343,0.0,0.0678,0.775,116.033,214133,4,44,contemporary country,country
3eGH1kOyOjq19khdfYg5R7,2,American Country Love Song,Jake Owen,1n2pb9Tsfe4SwAjmUac6YT,0,0.539,0.892,8,-4.59,1,0.0411,0.0725,0.0,0.0997,0.34,104.009,200640,4,72,contemporary country,country
3tBSdTfZuCzgA2PfQrqKpk,1,Noise,Kenny Chesney,3grHWM9bx2E9vwJCdlRv9O,0,0.574,0.8029999999999999,0,-4.064,1,0.0279,0.0081,0.0,0.0789,0.5589999999999999,109.967,206533,4,77,contemporary country,country
77G7zCNmNO16zyvEvN2LNl,28,Red Camaro,Keith Urban,0u2FHSq3ln94y5Q57xazwf,0,0.794,0.805,0,-4.828,1,0.032,0.0549,5.1e-06,0.0223,0.958,105.015,239280,4,76,australian country,country
6aNwDe5YH5YUPlpHkku52w,64,Sunshine & Whiskey,Frankie Ballard,0dvKgSdNB2U1gfp6ZcekYi,0,0.67,0.737,9,-6.794,1,0.0434,0.223,0.0,0.325,0.754,92.983,182400,4,60,contemporary country,country
4iLPK8QnOvqm0Azbsk2GDn,60,Don't It,Billy Currington,1By9QBFnjZAoI83BZppHlt,0,0.5710000000000001,0.826,1,-4.475,1,0.0362,0.0446,0.0,0.343,0.713,90.966,189000,4,71,contemporary country,country
0OlS52TmtK2gPaEtdmr7DN,65,No Such Thing as a Broken Heart,Old Dominion,6y8XlgIV8BLlIg1tT1R10i,0,0.65,0.782,8,-4.295,1,0.0721,0.295,0.0,0.107,0.944,171.988,176893,4,77,contemporary country,country
3BuPop8SzLG2Q88TJcFAjp,55,Raised On It,Sam Hunt,2kucQ9jQwuD8jWdtR9Ef38,0,0.59,0.94,9,-4.124,1,0.0409,0.0477,0.0,0.379,0.732,94.02,235507,4,78,contemporary country,country
5y2pNuAvWcPKiORZ12e44S,58,Night's On Fire,David Nail,4DZGvSv2oMkBUnPz67E6z6,0,0.54,0.7759999999999999,4,-4.155,1,0.043,0.243,0.0,0.378,0.784,164.046,189733,4,59,contemporary country,country
66rVt7PbwyKlu6CK6rxyAi,59,Friday Night,Eric Paslay,4TONBKcqVR1LmPdfJxvkMU,0,0.657,0.841,9,-4.188,1,0.0452,0.16,0.0,0.177,0.722,120.009,167213,4,56,contemporary country,country
6s9ICeczYOfbHHIaSMq9jd,60,Get Your Shine On,Florida Georgia Line,3b8QkneNDz4JHKKKlLgYZg,0,0.4970000000000001,0.927,0,-4.52,1,0.0371,0.00286,1.26e-06,0.413,0.607,96.991,222013,4,84,contemporary country,country
6pyshZbArprWRBXLbYVPO9,56,I Know Somebody,LOCASH,5IcGbIAgdns0R5EJKHMjCQ,0,0.505,0.903,1,-3.699,1,0.037000000000000005,0.0356,0.0,0.127,0.491,88.986,197830,4,60,contemporary country,country
69DR48pXzSabFUfQfDDJDb,59,Make Me Wanna,Thomas Rhett,6x2LnllRG5uGarZMsD4iO8,0,0.545,0.818,9,-6.38,1,0.0541,0.0369,0.0,0.101,0.679,109.019,225067,3,80,contemporary country,country
5EYWGM3Ns3iYew8ws0FatB,61,This Kiss,Faith Hill,25NQNriVT2YbSW80ILRWJa,0,0.398,0.804,11,-5.559,1,0.0451,0.175,0.0,0.181,0.7090000000000001,186.752,194307,4,69,contemporary country,country
4OjFxBFALDl3V7kjx3mLbY,54,Buy and Buy,Ross Ellis,3aUXK61VCf5255a0LqhuPQ,0,0.662,0.588,11,-5.988,1,0.028,0.158,0.0,0.116,0.28,113.998,225199,4,49,country pop,country
694vvR5o19xHPhhJ5QdLN7,72,NO HALO,BROCKHAMPTON,1Bl6wpkWCQ4KVgnASpvzzA,0,0.643,0.573,4,-7.034,1,0.0709,0.41,0.00017,0.0695,0.47,165.192,259747,4,86,boy band,alternative
3ClBKQkKoaUQ6UOhe2xlJK,83,Good News,Mac Miller,4LLpKhyESsyAXpc4laK94U,0,0.794,0.32,1,-12.92,0,0.173,0.853,0.134,0.112,0.241,174.088,342040,4,92,hip hop,alternative
3RDgzyHD6uMNdCVnQIkD32,60,Under The Moon,070 Shake,12Zk1DFhCbHY6v3xep2ZjI,0,0.7609999999999999,0.611,1,-6.231,0,0.039,0.0324,0.0004150000000000001,0.521,0.206,95.102,207227,4,70,alternative r&b,alternative
6U0FIYXCQ3TGrk4tFpLrEA,90,SUGAR,BROCKHAMPTON,1Bl6wpkWCQ4KVgnASpvzzA,0,0.453,0.5379999999999999,1,-8.212,1,0.0638,0.449,0.0,0.19,0.516,122.973,204533,4,86,boy band,alternative
0w9aWiDqZPCOCOtRTLkTPd,58,Palmolive (feat. Pusha T & Killer Mike),Freddie Gibbs,0Y4inQK6OespitzD6ijMwb,1,0.33,0.603,0,-7.5710000000000015,1,0.36,0.601,0.00063,0.307,0.812,168.456,245333,3,70,alternative hip hop,alternative
3wXw9CsZsxca37dbzHUx4g,54,Rollin' Stone,Kyle Lux,63g7H7tihdsX4LtRQioKrR,0,0.665,0.57,9,-6.896,0,0.0341,0.066,2.98e-06,0.0822,0.396,95.983,194864,4,47,indie r&b,alternative
